,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
23048,Colette Broeckaert,,,,,
23049,Sebastian Berweck,,,,,
23050,Eaves,,,,,
23051,The Vaselines,,,,,
23052,John Scofield & Medesky-Martin-Wood,,,,,
23053,John Medeski,,,,,
23054,Chris Wood,,,,,
23055,Billy Martin,,,,,
23056,Keren Motseri,,,,,
23057,Claudio Santambrogio,,,,,
23058,Hiroko Suzuki,,,,,
23059,Boaz Berney,,,,,
23060,Wild Eyes,,,,,
23061,David Krakauer,,,,,
23062,Sheryl Bailey,,,,,
23063,Jerome Harris,,,,,
23064,Michael Sarin,,,,,
23065,Andy Burrows,,,,,
23066,Dragged into Sunlight,,,,,
23067,Patricia Janeckova,,,,,
23068,Georg Steuber,,,,,
23069,Lucie Horsch,,,,,
23070,Alexandra Nepomnyashchaya,,,,,
23071,Ruña't Hart,,,,,
23072,Charlotte Spruit,,,,,
23073,Mayu Konoe,,,,,
23074,Takehiro Konoe,,,,,
23075,Theodoor Heyning,,,,,
23076,Movits!,,,,,
23077,Youth Lagoon,,,,,
23078,support: Mild High Club,,,,,
23079,Cäthe,,,,,
23080,Timothy Ridout,,,,,
23081,Joe Jackson,,,,,
23082,Andy Sheppard,,,,,
23083,Peter Gerter,,,,,
23084,Nadja,,,,,
23085,Paul Phoenix,,,,,
23086,Peter Gerber,,,,,
23087,Kuno Heer,,,,,
23088,Xiaoming Wang,,,,,
23089,Valérie Szlávik,,,,,
23090,Roland Zoss,,,,,
23091,Dajana Wetzel,,,,,
23092,Tinu Stadelmann,,,,,
23093,Helmut F. Nowak,,,,,
23094,Clemens Bittlinger,,,,,
23095,David Plüss,,,,,
23096,Götz Payer,,,,,
23097,Mira Gloor,,,,,
23098,Frederic Sanchez,,,,,
23099,Tania Ramos,,,,,
23100,Lukas Gothszalk,,,,,
23101,Sandrine Canova,,,,,
23102,Alisa Kolosova,,,,,
23103,Pavel Cernoch,,,,,
23104,Peter Mikulás,,,,,
23105,Marcel Üstün,,,,,
23106,Balasz Maté,,,,,
23107,Hedreich Nichols,,,,,
23108,Stephen Brunner,,,,,
23109,Grave,,,,,
23110,Malevolent Creation,,,,,
23111,Manuel Andrea Leuenberger,,,,,
23112,Aziza Brahim,,,,,
23113,Guillem Aguilar Nolis,,,,,
23114,Ignasi Cusso Ruis,,,,,
23115,Pep Mendoza,,,,,
23116,Nicolas Roca Gomez,,,,,
23117,Archer,,,,,
23118,support: Die Mannequin,,,,,
23119,Beat Iseli,,,,,
23120,Urs Baserga,,,,,
23121,Alan Solomon,,,,,
23122,Or Ott,,,,,
23123,Thomas Kunz,,,,,
23124,DAS EFX,,,,,
23125,Jay Buchanan,,,,,
23126,Scott Holiday,,,,,
23127,Dave Beste,,,,,
23128,Michael Miley,,,,,
23129,Anais Mitchel,,,,,
23130,Northcote,,,,,
23131,support: Andrew Paley,,,,,
23132,Jessica Pilnäs,,,,,
23133,Jeannette Köhn,,,,,
23134,Sharon Dyall,,,,,
23135,Ida Sand,,,,,
23136,Johan Norberg,,,,,
23137,Bela Balint,,,,,
23138,Roger Hürlimann,,,,,
23139,Erich Güntensperger,,,,,
23140,BBQ,,,,,
23141,Giedré,,,,,
23142,Kate Miller-Heidke,,,,,
23143,Parra For Cuva & Band,,,,,
23144,Zetla,,,,,
23145,Barbara Schöniger,,,,,
23146,Kayoko Watanabe Brunner,,,,,
23147,Hannes Müller,,,,,
23148,Christine Guggenbühl-Brun,,,,,
23149,Julie Kihm,,,,,
23150,Katarzyna Myka,,,,,
23151,Eleonora Wojnar,,,,,
23152,Alexandra Behrndt,,,,,
23153,Katherina Alig,,,,,
23154,conductor: Christoph Keller,,,,,
23155,Star Trek,,,,,
23156,Antonio Hart,,,,,
23157,Ellis Marsalis,,,,,
23158,Johnaye Kendrick,,,,,
23159,Bob Wilber,,,,,
23160,Derek Douget,,,,,
23161,Nadine Studer,,,,,
23162,Dum Dum Girls,,,,,
23163,support: Vorhees,,,,,
23164,Hansjörg Birrer,,,,,
23165,Adriana de Los Santos,,,,,
23166,Gulam Kerimzade,,,,,
23167,Raquel Gigot,,,,,
23168,Now Ensemble,,,,,
23169,Jannik Giger,,,,,
23170,Congaking,,,,,
23171,Dennis Roshard,,,,,
23172,Lutz Drenkwitz,,,,,
23173,Hjaltalín,,,,,
23174,The Strapones,,,,,
23175,Robert Francis & The Night Tide,,,,,
23176,El Rumbero,,,,,
23177,dance animation by Lorena y Diego,,,,,
23178,Sleaford Mods,,,,,
23179,The Lucid Brain Integrative Project,,,,,
23180,Laurie Amat,,,,,
23181,Leander Reininghaus,,,,,
23182,Stresschöpf,,,,,
23183,Richard Fearless,,,,,
23184,Andrei Harabagiu,,,,,
23185,Tania Ramos Morado,,,,,
23186,Uli Jon Roth,,,,,
23187,The Common Linnets,,,,,
23188,Mejer Nina Reiter,,,,,
23189,Pascal Ruegger,,,,,
23190,Mivos Quartet,,,,,
23191,Olivia De Prato,,,,,
23192,Victor Lowrie,,,,,
23193,Mariel Roberts,,,,,
23194,Gerhard Quartet,,,,,
23195,Genesis: 17 Musiker,,,,,
23196,conductor: Riccardo Minasi,,,,,
23197,The Ruby Suns,,,,,
23198,We The Kings,,,,,
23199,Carola Reetz,,,,,
23200,Kathrin Lüthi,,,,,
23201,Christian Weinberger,,,,,
23202,Lukas Rössner,,,,,
23203,Keita Kitade,,,,,
23204,Cäcilia Schüeli,,,,,
23205,Support: Brian Smith,,,,,
23206,Filipa Nunes,,,,,
23207,Michel Peter,,,,,
23208,Gémeaux Quartet,,,,,
23209,Mykki Blanco,,,,,
23210,Zosch,,,,,
23211,Yaakov Shwekey,,,,,
23212,Duo Gurfinkel,,,,,
23213,Pat McManus,,,,,
23214,Sylwia Bialas,,,,,
23215,Casino Gitano,,,,,
23216,Isra,,,,,
23217,Mambito,,,,,
23218,Christopher Zimmer,,,,,
23219,Blueground & Klara,,,,,
23220,Oscar Navarro,,,,,
23221,Extraton,,,,,
23222,Gille le Bigot,,,,,
23223,Septicflesh,,,,,
23224,The John Lewis Trio,,,,,
23225,Des Teufels Lockvögel,,,,,
23226,Marco  Sacchetti,,,,,
23227,Riccardo Lunardi,,,,,
23228,Nic Dell´Aquila,,,,,
23229,René Spengler,,,,,
23230,Urs Stäheli,,,,,
23231,Igor Butman,,,,,
23232,Stephan Kurman,,,,,
23233,Eduard Zizak,,,,,
23234,Christoph Merki music 01,,,,,
23235,Ramon ZIegler,,,,,
23236,The Christians,,,,,
23237,Tom Freund,,,,,
23238,Meersalz,,,,,
23239,Raporters,,,,,
23240,Charlotte Claesson,,,,,
23241,Stephanie Lambert,,,,,
23242,Thomas Gläser,,,,,
23243,Olivier Keller,,,,,
23244,Pascal Keller,,,,,
23245,Tom Vernon,,,,,
23246,Electric Eye,,,,,
23247,Mellowtone,,,,,
23248,Blueblut,,,,,
23249,Cabaret Contemporain,,,,,
23250,Romina Tomasoni,,,,,
23251,Wei-Zhong Lu,,,,,
23252,Wen Lu-Hu,,,,,
23253,Claudia Kienzler,,,,,
23254,Irene Hirt,,,,,
23255,Vincent Dubois,,,,,
23256,5 Seconds Of Summer,,,,,
23257,Anne-Sophie Ferrer,,,,,
23258,Omar Sosa,,,,,
23259,Childo Tomas,,,,,
23260,Leandro Saint-Hill,,,,,
23261,Handsome Hank and his Band,,,,,
23262,Equilibrium,,,,,
23263,Teija Niku,,,,,
23264,David Yengibarian,,,,,
23265,Niamh Ní Charra,,,,,
23266,Thilo Plaesser,,,,,
23267,Atomic Bitchwax,,,,,
23268,Dianne Reeves & Band,,,,,
23269,Vera Rudolph von Rohr,,,,,
23270,Andreas Frei,,,,,
23271,Michael Wegmann,,,,,
23272,Gilberto Fischli,,,,,
23273,Rainer Sander,,,,,
23274,Mathias Götz,,,,,
23275,Maria Männikkö,,,,,
23276,Pauli Kari,,,,,
23277,Christophe Buchard,,,,,
23278,Igor Retnev,,,,,
23279,Helene Gräser,,,,,
23280,Los acuña,,,,,
23281,Matthieu Llodra,,,,,
23282,Nicole Johaenntgen,,,,,
23283,Bored Nothing,,,,,
23284,Flavio Virzì,,,,,
23285,Simone Beneventi,,,,,
23286,Pascal Übelhart,,,,,
23287,hosted by Hochschule für Musik Abteilung Jazz & Ohad Talmor,,,,,
23288,Robles Lauer feat. Ahmed Soura,,,,,
23289,Boho Dancer,,,,,
23290,Negative Standards,,,,,
23291,Maria Meerovitch,,,,,
23292,Sunrise,,,,,
23293,Martin Jufe,,,,,
23294,Eva Wajsza,,,,,
23295,Anna Leontinskaja,,,,,
23296,In 80 Minuten um die Welt,,,,,
23297,support: Furniture,,,,,
23298,Nicolas Isabelle,,,,,
23299,Bruno Fernandes,,,,,
23300,Bombay,,,,,
23301,Ménilmontant,,,,,
23302,Brumes d'automne,,,,,
23303,Sewer Rats,,,,,
23304,Janis Tretjuks,,,,,
23305,Timothy Crawford,,,,,
23306,Manuel Hofer,,,,,
23307,Alasdair Beatson,,,,,
23308,Ana Paula Moreti,,,,,
23309,Marcelo Valezi,,,,,
23310,Eduardo Gallian,,,,,
23311,Ricardo Cren,,,,,
23312,Bruno Coppini,,,,,
23313,Neuroticfish,,,,,
23314,Digitalism,,,,,
23315,Zombie Zombie,,,,,
23316,Elif Egecioglu,,,,,
23317,Jon Fält,,,,,
23318,Zuger Shuger - 6300,,,,,
23319,DJs Maori,,,,,
23320,Woodnox,,,,,
23321,Schlakks,,,,,
23322,Andrea Pensado,,,,,
23323,Jiflure,,,,,
23324,Shaddah Tuum,,,,,
23325,Blood Music,,,,,
23326,Jasss,,,,,
23327,Yi-Chen Lin,,,,,
23328,Philippe Emanuel Haas,,,,,
23329,Alex de Almeida,,,,,
23330,works by Pierre-André Bovey,,,,,
23331,Tobias Jesso Jr,,,,,
23332,Pierre-Laurent Aimard,,,,,
23333,Cecile Mc Lorin Salvant Quintet,,,,,
23334,Antonio Sanchez,,,,,
23335,Seamus Blake,,,,,
23336,John Escreet,,,,,
23337,Ben Williams,,,,,
23338,Marcus Strickland,,,,,
23339,Matt Stevens,,,,,
23340,Trio Vagón Tango,,,,,
23341,Kraftwerk,,,,,
23342,Sara Caswell,,,,,
23343,Rob Schwimmer,,,,,
23344,John Hadfield,,,,,
23345,Lower Dens,,,,,
23346,Tanya Stephens & Royal Roots Band,,,,,
23347,Anna Willerding,,,,,
23348,support: Unearth,,,,,
23349,Mary Olivon,,,,,
23350,Anne Fischer,,,,,
23351,Matthias Kaul,,,,,
23352,Astrid Schmeling,,,,,
23353,Michael Schröder,,,,,
23354,Joyce Manor,,,,,
23355,Giulia Semenzato,,,,,
23356,Rita Brega,,,,,
23357,Noemi Jufer,,,,,
23358,Aki Noda,,,,,
23359,Javier Cantillo,,,,,
23360,Braulio Antonio Labanino,,,,,
23361,Osvaldo Enriquez Castro,,,,,
23362,Aarauer Turmbläser,,,,,
23363,St. Petersburger Philharmoniker,,,,,
23364,Strawdaze,,,,,
23365,Pauline Tardy,,,,,
23366,Gadi Stern,,,,,
23367,Daniel Benhorin,,,,,
23368,Franky Fersino,,,,,
23369,René Deck,,,,,
23370,Ivo Amstutz,,,,,
23371,Bero Herzig,,,,,
23372,Anne Czichowsky,,,,,
23373,Michi Anklin,,,,,
23374,Men From S.P.E.C.T.R.E,,,,,
23375,Vibravoid,,,,,
23376,Martin Kovaric,,,,,
23377,conductor: Stephen Smith,,,,,
23378,Perfect Giddimani,,,,,
23379,Roh,,,,,
23380,Fhunyue Gao,,,,,
23381,Oscar And The Wolf,,,,,
23382,Rhythmic Ceremonial Ritual,,,,,
23383,Shitty Life,,,,,
23384,Manuela Lopes de Castro,,,,,
23385,Elva Bai,,,,,
23386,Dying Fetus,,,,,
23387,Goathwhore,,,,,
23388,Christof Jaussi,,,,,
23389,Bruno Ganz,,,,,
23390,R,,,,,
23391,Julia Bauer,,,,,
23392,Alek Fester,,,,,
23393,Little Dragon,,,,,
23394,Antonia Hausmann,,,,,
23395,Matti Oehl,,,,,
23396,Philip Frischkorn,,,,,
23397,Moritz Wesp,,,,,
23398,Marie  Krüttli,,,,,
23399,Foxes in Fiction,,,,,
23400,Andy Guhl & Aspec,,,,,
23401,J Mascis,,,,,
23402,Lukas Frind,,,,,
23403,Dora Luginbühl,,,,,
23404,Sibylle Isler,,,,,
23405,Magnus Dammenmiller,,,,,
23406,Beat Schäfer,,,,,
23407,Nicolas Rihs,,,,,
23408,Therese Hauser,,,,,
23409,Frederic Sánchez,,,,,
23410,Esther Severac,,,,,
23411,Ashot Khachaturyan,,,,,
23412,Miquel Jordá Saún,,,,,
23413,Hellyeah,,,,,
23414,Love And Death,,,,,
23415,Iwan Jenny,,,,,
23416,Testament,,,,,
23417,Jazzbaragge Allstars & The New Mastersounds,,,,,
23418,British Sea Power,,,,,
23419,Karen Gibbard,,,,,
23420,Rebekka Zweifel,,,,,
23421,Gabriela Friedli Trio,,,,,
23422,Fuchigami To Funato,,,,,
23423,Alessandro Valoriani,,,,,
23424,Fredrika Stahl,,,,,
23425,Maeva Le Berre,,,,,
23426,Dino Trifunovic,,,,,
23427,Mathieu Gayout,,,,,
23428,My Name is George,,,,,
23429,Laura Kinsella,,,,,
23430,Absolva,,,,,
23431,Carmen Linares & Eos Guitar Quartet,,,,,
23432,Daniel L. Schmid,,,,,
23433,Christian Zehnder & Gregor Hilbe,,,,,
23434,Amadis Brugnoni,,,,,
23435,Odezenne,,,,,
23436,Dave Holland & Pepe Habichuela Flamenco 5tet,,,,,
23437,Rocket From The Crypt,,,,,
23438,Blackup,,,,,
23439,Hi-Grip,,,,,
23440,Paul Basile,,,,,
23441,Ras Manuel,,,,,
23442,Johan Wermeille,,,,,
23443,Théo Känzig,,,,,
23444,Live: Bruk Boogie Kru feat. T-Roy,,,,,
23445,Roger Molnar,,,,,
23446,Falco Meyer,,,,,
23447,Wolf Meyer,,,,,
23448,Meta Amstad,,,,,
23449,Salome Bossard,,,,,
23450,Dezmond Dez,,,,,
23451,Busy Signal,,,,,
23452,Marina Brunner,,,,,
23453,Simon Hänni,,,,,
23454,conductor: Jörg Widmann,,,,,
23455,Einführung und Vertonung von Karin Weissberg,,,,,
23456,Hellbros,,,,,
23457,Yeasayer,,,,,
23458,Vladimir Ivanov-Rakievsky,,,,,
23459,Soliloquies,,,,,
23460,Florian Uhlig,,,,,
23461,Upon This Dawning,,,,,
23462,Ayo,,,,,
23463,Citizen Cope,,,,,
23464,Piano Club,,,,,
23465,Bryant Jones & The Victory Gospel Singers feat. Elsa Harris,,,,,
23466,Marcel Thoml,,,,,
23467,Feet Peals,,,,,
23468,Daughn Gibson,,,,,
23469,Waites,,,,,
23470,Lia Pale feat. Mathias Rüegg,,,,,
23471,JC Satàn,,,,,
23472,Spiral Arms,,,,,
23473,Rythm River Trio,,,,,
23474,Kiyoshi Kasai,,,,,
23475,Booker T Jones,,,,,
23476,Vernon Black,,,,,
23477,Ted Jones,,,,,
23478,Melvin Brannon Jr,,,,,
23479,Darian Gray,,,,,
23480,Svavar Knútur,,,,,
23481,conductor: Christian Zacharias,,,,,
23482,Noëmi Rueff,,,,,
23483,Kommentierte Aufführung ausgewählter Werke aus allen Schaffensperioden des Basler Komponisten,,,,,
23484,Matina Hug,,,,,
23485,Christa Schönfeldinger,,,,,
23486,Vilija Poskute,,,,,
23487,Wild West,,,,,
23488,Cattle Decapitation,,,,,
23489,Abiotic,,,,,
23490,Jean-Jacques Lebert,,,,,
23491,Matthias Beusch,,,,,
23492,Markus Bisegger,,,,,
23493,Help!,,,,,
23494,Arash Yazdani,,,,,
23495,Yves Theiler Trio,,,,,
23496,The Angelcy,,,,,
23497,Wayne Redmond,,,,,
23498,Olgas Bagasch,,,,,
23499,Bayan Kozakhmetova,,,,,
23500,Don Diego Trio,,,,,
23501,Johnny Horsepower,,,,,
23502,Lucky Marcell and the Ramblin' Three,,,,,
23503,Gerardo Núñez,,,,,
23504,Vicente Cortés,,,,,
23505,Rafael de Utrera,,,,,
23506,Palomar,,,,,
23507,Angel Sanchez Cepillo,,,,,
23508,Eung Kwang Lee,,,,,
23509,Christian Linder,,,,,
23510,Peter Suter,,,,,
23511,Heinz Suter,,,,,
23512,Gillian Macdonald,,,,,
23513,Thomas Bergmann,,,,,
23514,Sandro Pantaleoni,,,,,
23515,Franco Pellegrini,,,,,
23516,Marcel Cello Pedrett,,,,,
23517,Heinz Wellauer,,,,,
23518,Markus Schälli,,,,,
23519,Grupo Compay Segundo,,,,,
23520,Jermaine Landsberger,,,,,
23521,Andreas Neubauer,,,,,
23522,Morgerock,,,,,
23523,Joshua White,,,,,
23524,works by Gerry Hemingway,,,,,
23525,Claude Diallo & Jessica Galliker,,,,,
23526,4 Volt,,,,,
23527,Always Never Fun,,,,,
23528,Blumio,,,,,
23529,Michel Bastide,,,,,
23530,Bernard Antherieu,,,,,
23531,Michel Bescont,,,,,
23532,Martin Seck,,,,,
23533,Henry Lemaire,,,,,
23534,Christian Levèvre,,,,,
23535,Line Gaudard,,,,,
23536,François Theis,,,,,
23537,Las Hermanas Caronni,,,,,
23538,Tarek Abdallah Duo,,,,,
23539,Simon Phillips,,,,,
23540,Jil Aigrot,,,,,
23541,Anastasia Kobenika,,,,,
23542,Matvej Scherling,,,,,
23543,Kissangwa Mbouta,,,,,
23544,Uri Caine & Dave Douglas,,,,,
23545,Chris Eckman,,,,,
23546,Sleepy Sun,,,,,
23547,Benedict Kloeckner,,,,,
23548,Jan Schlege,,,,,
23549,Lala Ackermann,,,,,
23550,Florin,,,,,
23551,Walk the Moon,,,,,
23552,Ensemble Malouf,,,,,
23553,Wendell Brunious,,,,,
23554,Aurélie Tropez,,,,,
23555,Olaf Polzeihn,,,,,
23556,Dave Blenkhorn,,,,,
23557,Mathias Allamane,,,,,
23558,Jamie R. Hawkins,,,,,
23559,DJ FM Belfast DJ Team,,,,,
23560,Feu Chatterton,,,,,
23561,Pash,,,,,
23562,Bloomer,,,,,
23563,Beat Rhino,,,,,
23564,Cosmin,,,,,
23565,Bataco,,,,,
23566,Kenny Urban,,,,,
23567,Cigarettes after Sex,,,,,
23568,Live: Äl Jawala,,,,,
23569,Anklepants,,,,,
23570,Spiders And Cockroaches,,,,,
23571,Chilli Mari,,,,,
23572,DJ Psycho-Jones,,,,,
23573,Randy Barboza,,,,,
23574,Ignacio Fernandez Rial-Portela,,,,,
23575,Vincent Providoli,,,,,
23576,Gracia Steinemann,,,,,
23577,Gabriela Schüpfer,,,,,
23578,Naomi Lozano-Tolksdorf,,,,,
23579,Alexandra Iten Bürgi,,,,,
23580,Magdalena Irmann,,,,,
23581,Venti,,,,,
23582,Stefania Veriità,,,,,
23583,Rocio Faks,,,,,
23584,Guillermo Gomez Alvarez,,,,,
23585,Santiago Acevedo Casas,,,,,
23586,Pablo Cruz,,,,,
23587,Emilie & Ogden,,,,,
23588,Grégoire Babey,,,,,
23589,The Fleshtones,,,,,
23590,Peter Zaremba,,,,,
23591,Keith Streng,,,,,
23592,Ken Fox,,,,,
23593,Bill Milhizer,,,,,
23594,PVC Prag-Vienna Connection,,,,,
23595,Connie Harvey,,,,,
23596,Martin Lücker,,,,,
23597,Stefa Wirth,,,,,
23598,Philip Mahrenholz,,,,,
23599,Glen Borling,,,,,
23600,Anne Gerstenberger,,,,,
23601,Loren & Mark,,,,,
23602,Julia Malischnig & Ingrid Oberkanins,,,,,
23603,Julia Malischnig,,,,,
23604,Ingrid Oberkanins,,,,,
23605,Jürg Fehr,,,,,
23606,David Lauri,,,,,
23607,Alex Massmaedia,,,,,
23608,Antoinious Thomas,,,,,
23609,Tim Sandiford,,,,,
23610,Samuel Odiwe,,,,,
23611,Dan Bingham,,,,,
23612,Michael Osbourne,,,,,
23613,Jackson Smith,,,,,
23614,Susheela Raman,,,,,
23615,Sam Mills,,,,,
23616,Kutle Khan,,,,,
23617,Nathoo Lal Solanki,,,,,
23618,Stefano Pastor,,,,,
23619,Joan as Policewoman,,,,,
23620,Henrik Wiese,,,,,
23621,Franziska Hildebrandt,,,,,
23622,Anne Hinrichsen,,,,,
23623,Remo Tobiaz,,,,,
23624,Nicolo Muzii,,,,,
23625,Nuron Mukumi,,,,,
23626,Anastasia Maksiuta,,,,,
23627,Sophie Dartigalongue,,,,,
23628,Dorothee Meng,,,,,
23629,Petit Biscuit,,,,,
23630,Mura Masa,,,,,
23631,Flume,,,,,
23632,Scofield Mehldau Guiliana,,,,,
23633,John Mclaughlin & The 4th Dimension,,,,,
23634,The Al Jarreau Duo,,,,,
23635,Alina Engibaryan,,,,,
23636,Elissa Huber,,,,,
23637,Esther Sévérac,,,,,
23638,Tayuko Nakao-Seibert,,,,,
23639,Jonathas Messias Rocha Costa,,,,,
23640,Maria Kurz,,,,,
23641,Tremonti,,,,,
23642,Florestan Berset,,,,,
23643,Eric Fell,,,,,
23644,Emilio José Guim Valencia,,,,,
23645,Luc Bachmann,,,,,
23646,Nino Chockhonelidze,,,,,
23647,Hans-Jakob Bollinger,,,,,
23648,Ildikò Sajgò,,,,,
23649,Susann Landert,,,,,
23650,Juan Lima,,,,,
23651,Anna Buczek Merz,,,,,
23652,Mari Parz,,,,,
23653,Leonardo Salazar,,,,,
23654,Sebastien Gagneux,,,,,
23655,Lizandro Paredes,,,,,
23656,Shirley Grimes & Luka Bloom,,,,,
23657,Lia Pale feat. Mathias Rüegg - Gone Too Far,,,,,
23658,Lia Pale,,,,,
23659,Fabian Rucker,,,,,
23660,Mathias Rüegg,,,,,
23661,Hans Strasser,,,,,
23662,The Walkmen,,,,,
23663,Tav Falco & Los Explosivos,,,,,
23664,Louis Prima for Ever feat. Pauline Atlan,,,,,
23665,Laure-Anne Payot,,,,,
23666,Pascale Ecklin,,,,,
23667,Yuji Noguchi,,,,,
23668,Markus Willinger,,,,,
23669,Stefan Temming,,,,,
23670,Matthias Spillmann & Pablo Held,,,,,
23671,Daniel Gugolz,,,,,
23672,Stephan Holstein,,,,,
23673,Hansjörg Enz,,,,,
23674,Andreas Rüber,,,,,
23675,Rolf Stiefel,,,,,
23676,Globi Straub,,,,,
23677,Jean-Efflam Bavouzet,,,,,
23678,Boubacar Traoré,,,,,
23679,Rabaukendisko,,,,,
23680,Miki Iwaki,,,,,
23681,Arpine Azatyan,,,,,
23682,Redman,,,,,
23683,Megaloh,,,,,
23684,Audio88 & Yassin,,,,,
23685,Coline Ormond,,,,,
23686,Isabel Wullschleger,,,,,
23687,Alpha Tiger,,,,,
23688,Atlantean Kodex,,,,,
23689,Attic,,,,,
23690,Olga Valmond,,,,,
23691,Istvan Horvath,,,,,
23692,Hanns Martin Zimmermann,,,,,
23693,Boris Winter,,,,,
23694,Peter Lüthi,,,,,
23695,Gasparazzo,,,,,
23696,Imam Baildi,,,,,
23697,Orestis Falireas,,,,,
23698,Lyssandros Falireas,,,,,
23699,MC Yinka,,,,,
23700,Yiannis Diskos,,,,,
23701,Asidefromaday,,,,,
23702,Jonas Hufschmid,,,,,
23703,Michael Künstle,,,,,
23704,Mö,,,,,
23705,Regi,,,,,
23706,Oli,,,,,
23707,Lüku,,,,,
23708,Fäbä,,,,,
23709,Phumaso & Smack,,,,,
23710,Mats-Morgan Band,,,,,
23711,Morgan Agren,,,,,
23712,Mats Öberg,,,,,
23713,Tommy Thordsson,,,,,
23714,Three Blind Wolves,,,,,
23715,Britney,,,,,
23716,DJs Franklin Diaz,,,,,
23717,José Diaz & Nerea Perez,,,,,
23718,Alfredo Garcìa,,,,,
23719,Jay Messerli,,,,,
23720,Michi Finger,,,,,
23721,Luk Kipfer,,,,,
23722,Rease Nydegger,,,,,
23723,Raly Scheuing,,,,,
23724,Dominik Grossenbacher,,,,,
23725,Daniel Abegglen,,,,,
23726,Brendon Schoen Johnson,,,,,
23727,Iwrestledabearonce,,,,,
23728,Her Bright Skies,,,,,
23729,To The Rats And Wolves,,,,,
23730,Sargeist,,,,,
23731,Nightbringer,,,,,
23732,Sebastian Küchler Blessing,,,,,
23733,Earl Sweatshirt,,,,,
23734,Magnus Lindgren,,,,,
23735,Rigmor Gustafsson,,,,,
23736,Torsten Goods,,,,,
23737,Christian von Kaphengst,,,,,
23738,David Haynes,,,,,
23739,Ildikó Sajgó,,,,,
23740,Cécile Mansuy,,,,,
23741,Josef Mucksch,,,,,
23742,Nicole Fior,,,,,
23743,Hyein Lee,,,,,
23744,Alfred Kramer,,,,,
23745,Ministry Of Wolves,,,,,
23746,Olga Trofimova,,,,,
23747,Carla Gaudré,,,,,
23748,Sophie Baudon,,,,,
23749,Stevie-Jo Dooley,,,,,
23750,Katharina Gross,,,,,
23751,Imogen Gleichauf,,,,,
23752,Roman Trekel,,,,,
23753,Or Pohl,,,,,
23754,support: Those Goddamn Hippies,,,,,
23755,Spoon,,,,,
23756,support: Swearing At Motorists,,,,,
23757,Mirjam Lötscher,,,,,
23758,Remi,,,,,
23759,Linkin Park,,,,,
23760,support: Of Mice & Men,,,,,
23761,Uwe Dierksen,,,,,
23762,Tiziana Gulino,,,,,
23763,Slow Club,,,,,
23764,Kevin Meisel,,,,,
23765,Alex Anest,,,,,
23766,Keith Meisel,,,,,
23767,Jim Latini,,,,,
23768,The Growlers,,,,,
23769,Roberto Bordiga,,,,,
23770,Schärli-Moreira-Feigenwinter,,,,,
23771,Mélodie Zhao,,,,,
23772,Tony Rémy,,,,,
23773,Pew Wee Ellis Assembly,,,,,
23774,Daria Zappa Matesic,,,,,
23775,G. Ramanathan,,,,,
23776,S. Balasubramaniam,,,,,
23777,A. Padmanabhan,,,,,
23778,Indira Ramanathan,,,,,
23779,Julian Clef,,,,,
23780,Hong Yip,,,,,
23781,Marina Pintchukova,,,,,
23782,Dave Ellis & Boo Howard,,,,,
23783,Walter Agus,,,,,
23784,Catherine Russell,,,,,
23785,Mads Hebsgaard Andersen,,,,,
23786,Carolyn Sampson,,,,,
23787,Andreas Wolf,,,,,
23788,conductor: Petra Müllejans,,,,,
23789,Duo Bottasso & Elena Ledda,,,,,
23790,Charlie Puth,,,,,
23791,Ed Motta & Band,,,,,
23792,Per Arne Løvold,,,,,
23793,Hanna Zumsande,,,,,
23794,Kery James,,,,,
23795,Olivier Werlen,,,,,
23796,Frozen Angels,,,,,
23797,Anja Dietle,,,,,
23798,Pat Richard,,,,,
23799,Vito Vitacca,,,,,
23800,Dusan Mircovic,,,,,
23801,Nedja Ilic,,,,,
23802,Küsu Walther,,,,,
23803,Rozbub,,,,,
23804,Toxkäpp,,,,,
23805,Poets of the Fall,,,,,
23806,Ron Bumblefoot Thal,,,,,
23807,Gildas Bocle,,,,,
23808,Jakob Warmenbol,,,,,
23809,Nils Wogram Root 70 & Strings,,,,,
23810,Fabian Hessel,,,,,
23811,Yannik Sandhofer,,,,,
23812,Katy & The Escort Orchstra,,,,,
23813,Bombee,,,,,
23814,Anna von Hausswolff,,,,,
23815,support: Julia Kent,,,,,
23816,Hibiscus,,,,,
23817,Stefanie Ruchti,,,,,
23818,Maria Lobsiger,,,,,
23819,Karin Kämpf,,,,,
23820,Dominik Robellaz,,,,,
23821,Sven Küenzi,,,,,
23822,Urs Rüegsegger,,,,,
23823,Pascal Roggli,,,,,
23824,Layla Zoe & Band,,,,,
23825,Amewu,,,,,
23826,Käpt'n Peng & Die Tentakel von Delphi,,,,,
23827,Phat Fred,,,,,
23828,DJs Amir,,,,,
23829,David Heinzman,,,,,
23830,N.O.R.E,,,,,
23831,Peetah Morgan,,,,,
23832,Pa Ous,,,,,
23833,DJs Guillaume & The Coutu Dumonts,,,,,
23834,Martin Christ,,,,,
23835,Mark Bérubé,,,,,
23836,Mathieu Lippé,,,,,
23837,Anthony Kavanagh,,,,,
23838,The Backyard Devils,,,,,
23839,Annapaola Zismann-Jacomella,,,,,
23840,Hillbilly Rockers,,,,,
23841,Movits,,,,,
23842,DJ Zedd,,,,,
