location,event,date,artists,genre,coordinates
Liebefeld,Zisman-,2013-12-20,"['Zisman / Fulgido Duo ', ' Michael Zisman ', ' Sebastien Fulgido ']",,"(46.933331, 7.416668)"
Schaffhausen,The-Animals-&-Friends,2013-12-20,['The Animals & Friends '],,"(47.6958897, 8.6380488)"
Basel,Freitagsbar,2013-12-20,"[' Juan María Braceras ', ' Jonatan Blaty ', ' Alejandro Sarmentero ', ' Mitch Méndez ']",,"(47.55959860000001, 7.588576099999999)"
Thun,Diving-For-Sunken-Treasure,2013-12-20,['Diving For Sunken Treasure '],,"(46.7579868, 7.6279881)"
Aarau,Lilabungalow,2013-12-20,['Lilabungalow '],Electronic,"(47.390434, 8.045701499999998)"
Bern,Abu-&-Trashbashpuppetshow,2013-12-20,['Abu & Trashbashpuppetshow '],,"(46.9479739, 7.447446800000001)"
Zürich,Philippe-Malls-Hydra,2013-12-20,"[' Philippe Mall ', ' Urs Wiesner ', ' Tibor Elekes ', ' Florian Arbenz ']",,"(47.3768866, 8.541694)"
Richterswil,Hear-Again,2013-12-20,"[' Ruth Marty ', ' Tony Artho ', ' Dezibel Kluge ', ' Orlando Monsch ', ' Marcel Hässig ']",,"(47.2053892, 8.7070691)"
Bern,Petaah-Morgan,2013-12-20,['Petaah Morgan '],,"(46.9479739, 7.447446800000001)"
Zürich,Saalschutz-Krippenspiel,2013-12-20,[' Knarf Rellöm Trinity '],Pop,"(47.3768866, 8.541694)"
Basel,Jan-Blomqvist-&-Band,2013-12-20,['Jan Blomqvist & Band '],Electronic,"(47.55959860000001, 7.588576099999999)"
Meggen,10-Jahre-Klang-Jubiläumsstrauss,2015-12-30,"['Ramon Jaffé ', ' Fabio Di Càsola ', ' Alena Cherny ']",Classic,"(47.0458287, 8.372415799999999)"
Luzern,Music-for-a-While-Improvisations-on-Henry-Purcell,2015-12-30,"[' Nura Rial ', ' Vincenzo Capezzuto ', ' Gianluigi Trovesi ']",Classic,"(47.05016819999999, 8.309307200000001)"
Basel,Carmina-Burana-&-9.-Symphonie,2015-12-30,[' Jan Jakub Monowid '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Alternatives-Weihnachtskonzert,2015-12-30,"['Christoph Homberger ', ' Isabelle Schnöller ', ' Donna Molinari ', ' Ernesto Molinari ', ' Monika Baer ', ' conductor: Christoph Keller ']",Classic,"(47.3768866, 8.541694)"
Zürich,Oso-Loco,2015-12-30,"[' Johan Valdiviezo ', ' Pachi Torres ', ' Schmidi Schmidhauser ', ' Jiri Schmidhauser ']",,"(47.3768866, 8.541694)"
Winterthur,Kyle-Gass-Band,2016-09-13,['Kyle Gass Band '],Pop,"(47.49881959999999, 8.723688899999999)"
Bern,Kulturwerkstatt-Tango,2016-09-13,"[' Praxedis Hug-Rütti ', ' Praxedis Genevieve Hug ']",Classic,"(46.9479739, 7.447446800000001)"
Zürich,Nickelback,2016-09-13,['Nickelback '],,"(47.3768866, 8.541694)"
Zürich,Black-Lips,2016-09-13,['Black Lips '],,"(47.3768866, 8.541694)"
Basel,Auf-Dunkelheit-folgt-Licht,2016-09-13,[' Ilya Gringolts '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Jazzraum,2016-09-13,"[' Mario Mauz ', ' Xaver Rüegg ', ' Samir Böhringer ']",,"(47.3768866, 8.541694)"
Zürich,The-Detectors,2016-09-13,['The Detectors '],,"(47.3768866, 8.541694)"
Pratteln,Tito-&-Tarantula,2016-09-13,['Tito & Tarantula '],,"(47.5183198, 7.6919889)"
Thun,Cocoon,2016-09-13,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",,"(46.7579868, 7.6279881)"
Bern,Ustad-Shafqat-Ali-Khan,2016-09-13,['Ustad Shafqat Ali Khan '],,"(46.9479739, 7.447446800000001)"
Basel,Johannes-Maikranz-Sextett,2016-09-13,"[' Andreas Böhlen ', ' Lou Lecaudey ', ' Johannes Maikranz ', ' Hans Feigenwinter ', ' Roberto Koch ', ' Arthur Vonfelt ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Christian-Muthspiel-4-feat.-Steve-Swallow,2016-09-13,"[' Christian Muthspiel ', ' Matthieu Michel ', ' Frank Tortiller ', ' Steve Swallow ']",,"(47.3768866, 8.541694)"
Zürich,Frankie-Cosmos,2016-09-13,"['Frankie Cosmos ', ' Chris Cohen ']",Pop,"(47.3768866, 8.541694)"
Winterthur,Öffentliche-Generalprobe,2014-11-12,[' Vilde Frang '],Classic,"(47.49881959999999, 8.723688899999999)"
Basel,Mimiko-Scherzino,2014-11-12,"['Anne-Lise Teruel ', ' Lionel Andrey ', ' Nicolas Michel ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Glantaler-Power-Men,2014-11-12,['Glantaler Power Men '],Pop,"(47.3768866, 8.541694)"
Zürich,Internationale-Orgelkonzerte-Herbstzyklus,2014-11-12,['Monika Henking '],Classic,"(47.3768866, 8.541694)"
Winterthur,Konzert,2014-11-12,[' Vilde Frang '],Classic,"(47.49881959999999, 8.723688899999999)"
Vevey,Morbid-Angel,2014-11-12,['Morbid Angel '],,"(46.4628333, 6.841919199999999)"
Zürich,The-Gaslight-Anthem,2014-11-12,"['The Gaslight Anthem ', ' support: Deer Tick ', ' Bayside ']",,"(47.3768866, 8.541694)"
Basel,Zarathustra,2014-11-12,[' Patricia Kopatchinskaja '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Happy-Hour-mit-Jazz-the-4-of-Us,2014-11-12,"[' Simon Wyrsch ', ' Dario Bianchin ', ' Fridolin Blumer ', ' Robert Mark ']",,"(47.3768866, 8.541694)"
Zürich,Jazzbaragge-Wednesday-Jam,2014-11-12,"['Marianne Racine ', ' Patrick Sommer ', ' Pius Baschnagel ']",,"(47.3768866, 8.541694)"
Zürich,Passaggio,2014-11-12,['Lavinia Meijer '],Classic,"(47.3768866, 8.541694)"
Luzern,Thanks,2014-11-12,['Thanks '],,"(47.05016819999999, 8.309307200000001)"
Zürich,Perfume-Genius,2014-11-12,['Perfume Genius '],Pop,"(47.3768866, 8.541694)"
Zürich,Nonono,2014-11-12,['Nonono '],Pop,"(47.3768866, 8.541694)"
Zürich,Amuras,2014-11-12,"[' Juan Pablo Navarro ', ' Julio Azcano ', ' Marcela Arroyo ']",,"(47.3768866, 8.541694)"
Bülach,70th-Birthday-Party,2014-11-12,"[' Monty Alexander ', ' Caterina Zapponi ']",,"(47.5160671, 8.5419603)"
Winterthur,Síd,2014-11-12,"[' Rea Dubach ', ' Luzius Schuler ', ' Daniel Weber ']",,"(47.49881959999999, 8.723688899999999)"
Wädenswil,Christoph-Grab's-Raw-Vision,2014-11-12,"[' Christoph Grab ', ' Frank Möbus ', ' Silvan Jeger ', ' Maxime Paratte ', ' Thomas Lüscher ']",,"(47.22968710000001, 8.6718189)"
Pratteln,Level-42,2014-11-12,['Level 42 '],Pop,"(47.5183198, 7.6919889)"
Basel,Sharon-Jones-&-The-Dap-Kings,2014-11-12,"['Sharon Jones & The Dap Kings ', ' support: Luca Sapio ']",,"(47.55959860000001, 7.588576099999999)"
Aarau,Maybeshewill,2014-11-12,"['Maybeshewill ', ' Flood Of Red ']",,"(47.390434, 8.045701499999998)"
Basel,Mike-Del-Ferro-Trio,2014-11-12,"[' Mike del Ferro ', ' Stephan Kurmann ', ' Dejan Terzic ']",,"(47.55959860000001, 7.588576099999999)"
Luzern,Drifting,2014-11-12,"[' Tobias Preisig ', ' Stefan Aeby ', ' André Pousaz ', ' Michi Stulz ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Sika-Lobi,2014-11-12,"[' Nathalie Sika Maerten ', ' Tobias Degen ', ' Beni Stalder ', ' Sandro Heule ', ' Lukas Weber ', ' Mario Hänni ', ' Gregor Frei ']",,"(47.3768866, 8.541694)"
Zürich,Baby-Copperhead-&-Brent-Arnold,2014-11-12,['Baby Copperhead & Brent Arnold '],Pop,"(47.3768866, 8.541694)"
Winterthur,Horisont,2014-11-12,"['Horisont ', ' Spiders ', ' Vidunder ']",,"(47.49881959999999, 8.723688899999999)"
Zürich,The-Felice-Brothers,2014-11-12,"['The Felice Brothers ', ' support: Andrew Belle ']",,"(47.3768866, 8.541694)"
Wetzikon,Pray-For-Teeth,2014-11-12,['Pray For Teeth '],,"(47.3270602, 8.801356)"
Zürich,Renzo-Spotti-Trio,2014-11-12,"[' Renzo Spotti ', ' Tomi Hirt ', ' Dieter Ulrich ']",,"(47.3768866, 8.541694)"
Rubigen,Marcus-Bonfanti-abgesagt,2014-11-12,['Marcus Bonfanti '],,"(46.8999997, 7.543245300000002)"
Zürich,Mush-&-Gem-Andrews,2014-11-12,['Mush & Gem Andrews '],Pop,"(47.3768866, 8.541694)"
Lausanne,Suarez,2014-11-12,['Suarez '],Pop,"(46.516054, 6.608998000000001)"
Baden,Cloud-Boat,2014-11-12,['Cloud Boat '],Electronic,"(47.47288, 8.308089999999998)"
Lausanne,Heidenfest,2013-09-26,"['Ensiferum ', ' Turisas ', ' Equilibrium ', ' Suidakra ']",,"(46.516054, 6.608998000000001)"
Basel,Garrett-spielt-Brahms,2013-09-26,[' David Garrett '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Jam-ZZ,2013-09-26,"[' Marcel Thomi ', ' Andreas Wettstein ', ' Christoph Sprenger ']",,"(47.3768866, 8.541694)"
Zürich,Giovanna-Marini,2013-09-26,['Giovanna Marini '],Pop,"(47.3768866, 8.541694)"
Luzern,Salonmusik,2013-09-26,"['Martin Schaefer ', ' Richard Decker ']",Classic,"(47.05016819999999, 8.309307200000001)"
Zürich,Robi-Weber-Trio-feat.-Lyambiko,2013-09-26,"['Robi Weber Trio feat. Lyambiko ', ' Robi Weber ', ' Kalli Gerhards ', ' Curt Treier ', ' Lyambiko ']",,"(47.3768866, 8.541694)"
Solothurn,Bonobo,2013-09-26,['Bonobo '],Pop,"(47.2088348, 7.532291)"
Luzern,Small-Black,2013-09-26,['Small Black '],Electronic,"(47.05016819999999, 8.309307200000001)"
Zürich,Vow,2013-09-26,['Vow '],Pop,"(47.3768866, 8.541694)"
Baden,Mighty-Mo-Rodgers,2013-09-26,['Mighty Mo Rodgers '],,"(47.47288, 8.308089999999998)"
Oberengstringen,Hans-Hassler-Solo,2013-09-26,"[' Hans Hassler ', ' Martin Lechner ', ' Dave Feusi ', ' Oliver Keller ', ' Roland Köppel ', ' Patrick Sommer ', ' Andi Schnyder ']",,"(47.4090873, 8.462712799999998)"
Winterthur,Stowell-Junker-Duo,2013-09-26,"[' John Stowell ', ' Manfred Junker ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Twobones,2013-09-26,"[' Paul Haag ', ' Danilo Moccia ', ' Dado Moroni ', ' Stephan Kurmann ', ' Peter Schmidlin ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Chris-Potter-Underground,2013-09-26,"['Chris Potter Underground ', ' Chris Potter ', ' Adam Rogers ', ' Fima Ephron ', ' Nate Smith ']",,"(47.3768866, 8.541694)"
Bern,The-Calling-Sirens,2013-09-26,"[' André Kälin ', ' Silvan Stürzinger ', ' Michel Lehner ', ' Guido Kälin ', ' Nadja Zela ', ' Bob Spring ', ' Tommy Marty ']",,"(46.9479739, 7.447446800000001)"
Zürich,Segmente,2013-09-26,['Richard Kamerman & Jason Kahn '],Classic,"(47.3768866, 8.541694)"
Sankt-Gallen,Continuous-Piano-Music,2013-09-26,['Lubomyr Melnyk '],Classic,"(47.4244818, 9.3767173)"
Luzern,Dead-Ghosts,2013-09-26,['Dead Ghosts '],,"(47.05016819999999, 8.309307200000001)"
Zürich,Neil-Halstead,2013-09-26,['Neil Halstead '],,"(47.3768866, 8.541694)"
Luzern,Jam-Session,2013-09-26,['Richard Decker '],,"(47.05016819999999, 8.309307200000001)"
Lausanne,Heartland,2013-09-26,[' DJ Fitz '],Pop,"(46.516054, 6.608998000000001)"
Luzern,Meisterkurs-Gesang-4.-Tag,2014-08-28,[' Barbara Hannigan '],Classic,"(47.05016819999999, 8.309307200000001)"
Luzern,Debut-3,2014-08-28,"['Alina Ibragimova ', ' Cédric Tiberghien ']",Classic,"(47.05016819999999, 8.309307200000001)"
Glattbrugg,Zürich-Openair,2014-08-28,"['Paolo Nutini ', ' Metronomy ', ' Crystal Fighters ', ' Cut Copy ', ' Crookers ']",Pop,"(47.43468010000001, 8.567109799999999)"
Willisau,Jazz-Festival-Willisau,2014-08-28,"[' Simone Schorro ', ' Michael Tobler ', ' Rahel Kraft ', ' Milena Dürst ']",,"(47.116667, 7.999999999999998)"
Liestal,Grand-Bazaar,2014-08-28,"[' Joel Schmidt ', ' René Rothacher ', ' Pascal Ujak ', ' Lucio Marelli ']",,"(47.4866143, 7.733427200000001)"
Basel,Festival-Météo,2014-08-28,"['Durio Zibethinus ', ' Chris Corsano Quartet ', ' Za ', ' Joke Lanz ', ' Durio Zibethinus ', ' Valentin Ceccaldi ', ' Chris Corsano ', ' John Edwards ', ' Mette Rasmussen ']",,"(47.55959860000001, 7.588576099999999)"
Luzern,Sinfoniekonzert-11,2014-08-28,[' Murray Perahia '],Classic,"(47.05016819999999, 8.309307200000001)"
Montreux,Septembre-musical,2014-08-28,[' Alisa Weilerstein '],Classic,"(46.4312213, 6.910679899999999)"
Saanen,Menuhin-Festival-Gstaad,2014-08-28,[' Leon Fleisher '],Classic,"(46.4741066, 7.285492099999998)"
Murten,Murten-Classics-Sinfoniekonzert,2014-08-28,['Viviane Chassot '],Classic,"(46.92922110000001, 7.120184000000001)"
Willisau,Jazz-Festival-Willisau,2014-08-28,"[' Sylvie Courvoisier ', ' Drew Gress ', ' Kenny Wollesen ']",,"(47.116667, 7.999999999999998)"
Basel,Sarah-Chaksad-Orchestra,2014-08-28,"[' Sarah Chaksad ', ' Julie Fahrer ', ' Mario Schenker ', ' Cedric Gschwind ', ' Fabian Willmann ']",,"(47.55959860000001, 7.588576099999999)"
Baden,Witek-Kornacki-Trio,2014-08-28,"['Witek Kornacki Trio ', ' Witek Kornacki ', ' Toni Donadio ', ' Moreno Donadio ']",,"(47.47288, 8.308089999999998)"
Basel,Masterabsolventen-der-Hochschule-für-Musik-Basel,2014-08-28,"[' Julie Fahrer ', ' Neele Pfleiderer ', ' Sebastian Hirsig ']",,"(47.55959860000001, 7.588576099999999)"
Basel,Salsa-Party,2014-08-28,['DJ Mambito '],,"(47.55959860000001, 7.588576099999999)"
Winterthur,Jazz-Infusion,2014-08-28,"[' Joachim Tillmanns ', ' Richard Schmied ', ' Urs Granacher ', ' Berthold Klein ', ' Thimo Niesterok ', ' John Mumford ', ' Wim Dikstra ']",,"(47.49881959999999, 8.723688899999999)"
Winterthur,Thomas-Dobler-&-Dani-Solimine,2015-05-30,"[' Thomas Dobler ', ' Dani Solimine ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Orgelmusik-über-Mittag,2015-05-30,['Matteo Imbruno '],Classic,"(47.55959860000001, 7.588576099999999)"
Düdingen,Bad-Bonn-Kilbi,2015-05-30,"['The Thurston Moore Band ', ' Kindness ', ' Viet Cong ', ' Dakabrakha ', ' Noura Mint Seymali ', ' Zebra Katz ', ' Marcelle ', ' Robbing Millions ']",,"(46.84641980000001, 7.191017899999999)"
Birrhard,Radio-Argovia-Fäscht,2015-05-30,['Cro '],,"(47.432565, 8.244018800000001)"
Zürich,Trinitatis,2015-05-30,"['Benjamin Gubser ', ' Felix Gubser ']",Classic,"(47.3768866, 8.541694)"
-Alte-Kirche,Boswil,2015-05-30,"[' Hani Song ', ' Christina Nanz ', ' Lukas Heinser ', ' Chantal Moser ', ' Samuel Mittag ', ' Janine Hösli ']",Classic,"(47.30297299999999, 8.320458000000002)"
Zürich,Niccolò-Paganini-Des-Teufels-Geiger,2015-05-30,['Noëlle Grüebler '],Classic,"(47.3768866, 8.541694)"
Zug,Monthly-Assault-Summer-Slam,2015-05-30,"['Wormed ', ' Engorgement ', ' Pighead ', ' Chordotomy ', ' Devour the Fetus ', ' Architect of Dissonance ', ' Darkall Slaves ']",,"(47.1661672, 8.5154946)"
Zürich,Werner-und-Company,2015-05-30,['Werner und Company '],Pop,"(47.3768866, 8.541694)"
Winterthur,Musik-für-Prof.-Dr.-Richard-R.-Ernst,2015-05-30,[' Karl-Andreas Kolly '],Classic,"(47.49881959999999, 8.723688899999999)"
Weggis,Anthony-Caputo,2015-05-30,['Anthony Caputo '],,"(47.0338792, 8.425278)"
Luzern,Piano-Entertainment,2015-05-30,['Jozsef Sarkozy '],Classic,"(47.05016819999999, 8.309307200000001)"
Herisau,Blues-Station-Festival,2015-05-30,[' Rob Tognoni '],,"(47.3857009, 9.2798472)"
Thun,4.-Sinfonieorchester,2015-05-30,['Gerardo Vila '],Classic,"(46.7579868, 7.6279881)"
Zürich,Ein-Mann-ein-Horn,2015-05-30,[' Olivier Darbellay '],Classic,"(47.3768866, 8.541694)"
Zürich,Friend-Master-&-Rival,2015-05-30,['Sébastien Dupuis '],Classic,"(47.3768866, 8.541694)"
Baden,Badener-Meisterkonzerte-Balkan-Muses,2015-05-30,['Zoran Dukic '],Classic,"(47.47288, 8.308089999999998)"
Basel,La-salsa-vive,2015-05-30,[' Dj Rollyn '],,"(47.55959860000001, 7.588576099999999)"
Zürich,King-Arthur,2015-05-30,"[' Gunta Smirnova ', ' Anna Gössi ', ' Mirjam Berli ', ' Raphael Höhn ', ' Michael Feyfar ']",Classic,"(47.3768866, 8.541694)"
Zürich,Missa-solemnis,2015-05-30,"[' Ulla Westvik ', ' Marian Dijkhuizen ', ' Jakob Pilgram ', ' Stefan Vock ']",Classic,"(47.3768866, 8.541694)"
Basel,Heimatklang-.-abgesagt,2015-05-30,['Valeriy Sokolov '],Classic,"(47.55959860000001, 7.588576099999999)"
Herisau,Vielsittich,2015-05-30,"[' Efisio Contini ', ' Andreas Kühnrich ', ' Yvonne Baumer ']",Pop,"(47.3857009, 9.2798472)"
Zürich,Leo-Tardin,2015-05-30,['Leo Tardin '],,"(47.3768866, 8.541694)"
Winterthur,Legends-on-Stage,2015-05-30,"['He Former Ladies of the Supremes ', ' The Temptations Review feat. Dennis Edwards ']",Pop,"(47.49881959999999, 8.723688899999999)"
Basel,Kammerchor-Notabene-Basel-Mendelssohn-&-Schütz,2015-05-30,"[' Jörg-Andreas Bötticher ', ' Armin Bereuter ']",Classic,"(47.55959860000001, 7.588576099999999)"
Pratteln,Flotsam-and-Jetsam,2015-05-30,['Flotsam and Jetsam '],,"(47.5183198, 7.6919889)"
Lenzburg,Rock'n'Roll-Bad-Taste-Party,2015-05-30,['Alter Ego '],,"(47.3904443, 8.172154500000001)"
Winterthur,20-Jahre-Hako-Jubelfest,2015-05-30,[' Hero Brothers and the Blue Bean Booze Rhythm Group '],,"(47.49881959999999, 8.723688899999999)"
Zürich,Liebe-Lieder,2015-05-30,"['Frank Sandmann ', ' Frank Sandmann ', ' Volker Sondershausen ']",Pop,"(47.3768866, 8.541694)"
Basel,Swiss-Music,2015-05-30,"[' Christoph Bösch ', ' Pilar Fontalba ', ' Toshiko Sakakibara ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zug,Day-&-Taxi-&-Christoph-Gallio,2015-05-30,"[' Christoph Gallio ', ' Silvan Jeger ', ' David Meier ']",,"(47.1661672, 8.5154946)"
Winterthur,Legends-on-Stage,2015-05-30,"['The Former Ladies of The Supremes ', ' The Temptations Review ']",,"(47.49881959999999, 8.723688899999999)"
Bern,Mediterranean-Music-Festival,2015-05-30,['Makis Baklatzis & Ioanna Riga & Giannis Poulios '],,"(46.9479739, 7.447446800000001)"
Oberengstringen,Christy-Dorans-Bunter-Hund,2015-05-30,"[' Christy Doran ', ' Patricia Draeger ', ' Christian Weber ', ' Lionel Friedli ']",,"(47.4090873, 8.462712799999998)"
Bern,Krassimir-Orkestar,2015-05-30,['Krassimir Orkestar '],traditional,"(46.9479739, 7.447446800000001)"
Pratteln,Schlaf-mein-Kind-kalt-ist-der-Wind,2015-05-30,[' Heike Werner '],Classic,"(47.5183198, 7.6919889)"
Zürich,Taktlos,2015-05-30,"['Jack Grill Lemieux ', ' Alexander Hawkins ', ' Anthony Braxton Diamond Curtain Wall Trio ']",,"(47.3768866, 8.541694)"
Basel,Masterrezital,2015-05-30,[' Sulamith Gharabekyan-Krieger '],Classic,"(47.55959860000001, 7.588576099999999)"
Rheinfelden,Solsberg-Festival-Barock-zum-Jubiläum,2015-05-30,"[' Andrés Gabetta ', ' Giuliano Carmignola ', ' Sol Gabetta ']",Classic,"(47.55219, 7.7922914)"
Frick,Chansons-rouges,2015-05-30,"['Maria Laschinger ', ' Philipp A. Rayot ']",Classic,"(47.50851970000001, 8.018672700000002)"
Zürich,Eric-Brace-&-Peter-Cooper,2015-05-30,['Eric Brace & Peter Cooper '],,"(47.3768866, 8.541694)"
Basel,Sseennsseess,2015-05-30,['Circle '],,"(47.55959860000001, 7.588576099999999)"
Baden,The-4-Windows,2015-05-30,"[' Charlie Hofer ', ' Peter James ', ' Herny ', ' Max ', ' George ']",,"(47.47288, 8.308089999999998)"
Basel,Gino-Sitson-4,2015-05-30,"[' Gino Sitson ', ' Dondieu Divin ', ' Felipe Cabrera ', ' Denis Tchangou ']",,"(47.55959860000001, 7.588576099999999)"
Winterthur,The-Selkies,2015-05-30,['The Selkies '],,"(47.49881959999999, 8.723688899999999)"
Zürich,Adrian-Raso-&-Fanfare-Ciocarlia,2015-05-30,"['Adrian Raso & Fanfare Ciocarlia ', ' Adrian Raso ', ' Lorenzo Bortolon ', ' Tyler Belluz ', ' Costica Trifan ', ' Paul Marian Bulgaru ']",,"(47.3768866, 8.541694)"
Zürich,Mediterranean-Music-Festival,2015-05-30,['Georgios Georgopoulos '],,"(47.3768866, 8.541694)"
Basel,15-Jahre,2015-05-30,[' live: Yudi Aguilar y Jhon Gener Vàsquez '],,"(47.55959860000001, 7.588576099999999)"
Thun,Dragster,2015-05-30,['Dragster '],,"(46.7579868, 7.6279881)"
Basel,The-Dead-Beatz-Abgesagt,2015-05-30,['The Dead Beatz '],,"(47.55959860000001, 7.588576099999999)"
Chur,Hasacuma,2015-05-30,['Hasacuma '],,"(46.85078350000001, 9.531985900000002)"
Aarau,Agent-Side-Grinder,2015-05-30,"['Agent Side Grinder ', ' Speak & Spell ']",,"(47.390434, 8.045701499999998)"
-Alte-Kirche,Boswil,2016-08-07,[' Christina Daletska '],Classic,"(47.30297299999999, 8.320458000000002)"
Gstaad,Abschlusskonzert-Amateurorchesterwoche,2016-08-07,['Damir Durmanovic '],Classic,"(46.4717588, 7.2865728)"
Pratteln,River-Nights,2016-08-07,"['Ronan Keating ', ' Charlie Winston ', ' Nneka ']",Pop,"(47.5183198, 7.6919889)"
Saanen,B-B-B-Das-Berlin-Konzert-12.-April-1929,2016-08-07,"['Ji Young Lim ', ' Yu-Chien Tseng ']",Classic,"(46.4741066, 7.285492099999998)"
Verbier,Verbier-Festival,2016-08-07,[' Nathalie Stutzmann '],Classic,"(46.0960814, 7.2285512)"
Saanen,Late-Night,2016-08-07,['Gilles Apap '],Classic,"(46.4741066, 7.285492099999998)"
St.-Moritz,Festival-da-Jazz,2016-08-07,"['Othella Dallas ', ' Othella Dallas ', ' Alex Hendriksen ', ' Hannes Bürgi ', ' Ueli Gasser ', ' Michael Chylewski ', ' Lukas Gasser ']",,"(46.4907973, 9.835507899999998)"
Luzern,Piano-Entertainment,2014-04-25,['Mega Horvath '],,"(47.05016819999999, 8.309307200000001)"
Winterthur,Jam-Session,2014-04-25,"['Lukas Schellenberg ', ' Daniel Müller ', ' Nick Mens ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Orgelspiel-zum-Feierabend,2014-04-25,['Andreas Jud '],Classic,"(47.55959860000001, 7.588576099999999)"
Dietikon,Feierabendmusik,2014-04-25,['Bernhard Hörler '],Classic,"(47.4053885, 8.39977)"
Zürich,Liederabend,2014-04-25,"['Marlis Petersen ', ' Jendrik Springer ']",Classic,"(47.3768866, 8.541694)"
Basel,African-Vision-Choir,2014-04-25,['African Vision Choir '],,"(47.55959860000001, 7.588576099999999)"
Baden,Cello-&-Klavier,2014-04-25,"[' David Reitz ', ' Bram Buitenkant ']",Classic,"(47.47288, 8.308089999999998)"
Zürich,Beethoven-pur,2014-04-25,[' Varvare Nepomnyashchaya '],Classic,"(47.3768866, 8.541694)"
Arbon,Cosae-Mandinga,2014-04-25,"[' Leandro Diaz ', ' Mauro Mauceri ']",,"(47.51409049999999, 9.4268301)"
Zürich,Internationales-Jazz-&-Blues-Festival,2014-04-25,['Candy Dulfer & Band '],,"(47.3768866, 8.541694)"
Bern,Symphoniekonzert,2014-04-25,[' Soyoung Yoon '],Classic,"(46.9479739, 7.447446800000001)"
Bülach,Die-Kastelruther-Spatzen,2014-04-25,['Die Kastelruther Spatzen '],traditional,"(47.5160671, 8.5419603)"
Zürich,Kirchenkonzert,2014-04-25,[' Ann Hallenberg '],Classic,"(47.3768866, 8.541694)"
Aarwangen,Bleib-steh'n,2014-04-25,"[' Markus Maria Enggist ', ' Michel Poffet ', ' Stefan W. Müller ']",Pop,"(47.23779019999999, 7.770842199999998)"
Uster,Cheap-Thrill,2014-04-25,"['Cheap Thrill ', ' Shameless ']",,"(47.3482747, 8.717873899999999)"
Luzern,Baby-Genius,2014-04-25,['Baby Genius '],Pop,"(47.05016819999999, 8.309307200000001)"
Basel,Jazzfestival-Basel,2014-04-25,"['Philip Cathérine & Sylvain Luc ', ' Nguyên Lê Band ', ' Philip Cathérine ', ' Sylvain Luc ', ' Illya Amar ', ' Lynley Marthe ', ' Stéphane Gallard ']",,"(47.55959860000001, 7.588576099999999)"
Rheinfelden,Redhouse-Hot-Six,2014-04-25,"['Redhouse Hot Six ', ' Frank Schmidt ', ' Georg Tschirdewahn ', ' Lars Petersen ']",,"(47.55219, 7.7922914)"
Bern,Konzert,2014-04-25,"[' Barbara Gasser ', ' Sebastian Rotzler ']",Classic,"(46.9479739, 7.447446800000001)"
Wettingen,Ouverture,2014-04-25,"['Philipp Meier ', ' Germán Toro-Pérez ']",Classic,"(47.4659503, 8.3265988)"
Zürich,Kosheen,2014-04-25,['Kosheen '],Pop,"(47.3768866, 8.541694)"
Schaffhausen,The-Gardener-&-The-Tree,2014-04-25,['The Gardener & The Tree '],,"(47.6958897, 8.6380488)"
Zürich,De-Maa-ohni-Chopf-&-Band,2014-04-25,"[' Michel Schürmann ', ' Michael Herzig ', ' Lorenzo Demenga ']",Pop,"(47.3768866, 8.541694)"
Bülach,Transatlantic-Jazz-Swingtet,2014-04-25,"['Transatlantic Jazz Swingtet ', ' Engelbert Wrobel ', ' Chris Hopkins ', ' Eddie Erickson ', ' Nicki Parrott ']",,"(47.5160671, 8.5419603)"
Winterthur,Beat-Kaestli,2014-04-25,"[' Beat Kaestli ', ' Antonello Messina ', ' Stefan Aeby  ', ' Andre Pousaz  ', ' Dominic Egli ']",,"(47.49881959999999, 8.723688899999999)"
Dübendorf,'chamber-trio'-live-in-concert,2014-04-25,"[' Patricia Ulrich ', ' Marc Jaussi ', ' Xaver Sonderegger ']",Classic,"(47.3971476, 8.618012799999999)"
Baden,Erich-Gandet-Quintet,2014-04-25,"[' Erich Gandet ', ' Bruno Gandet ', ' Hans Rothenbühler ', ' Tico Keller ', ' Hannes Hänggli ']",,"(47.47288, 8.308089999999998)"
Uster,Überraschungstrio-aus-Kanada,2014-04-25,"['Félix Stüssi ', ' Daniel Lessard ', ' Pierre Tanguay ']",,"(47.3482747, 8.717873899999999)"
Ascona,Auf-Flügeln-des-Gesanges,2014-04-25,"['Victor Torres ', ' Daniel Levy ']",Classic,"(46.16157929999999, 8.775013099999999)"
Jona,Züri-Lieder,2014-04-25,"[' Daniel Fueter ', ' Rea Claudia Kost ', ' Sämi Zünd ']",Pop,"(47.2223076, 8.8327118)"
