,ClubID,ClubName,Address,EventID,EventName,Date,LineUp,Location
2731,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,854427.0,"Krumelur, Evil Oil Man, Florian MSK, Critical Mitch",2016-07-16,"['Critical Mitch', 'Krumelur ', 'Florian MSK ', 'Evil Oil Man ']","(47.53179859999999, 7.6075511)"
2732,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,854419.0,"Rozzo, Dual Channel  & Seb Blake",2016-07-09,"['Rozzo', 'Dual Channel', 'Seb Blake']","(47.53179859999999, 7.6075511)"
2733,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,853881.0,"Nicolas Lutz, Max Albàn & And.re",2016-07-02,"['And.re', 'Max Albàn', 'Nicolas Lutz']","(47.53179859999999, 7.6075511)"
2734,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846879.0,Marco Effe - Garçon - Cepheì,2016-06-25,"['Marco Effe', 'Garçon', 'Cepheì']","(47.53179859999999, 7.6075511)"
2735,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846875.0,Paul 'Trouble“ Anderson - Mark Stone - Pepe Brogna,2016-06-24,"['Mark Stone', 'Paul ""Trouble“ Anderson', 'Pepe Brogna']","(47.53179859999999, 7.6075511)"
2736,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846873.0,M.A.N.D.Y - Manon - Adrian Martin,2016-06-18,"['Adrian Martin', 'M.A.N.D.Y', 'Manon']","(47.53179859999999, 7.6075511)"
2737,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846870.0,Master Margherita - Gaspard - Pasa,2016-06-17,"['Pasa', 'Gaspard', 'Master Margherita']","(47.53179859999999, 7.6075511)"
2738,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846867.0,Dewalta - Cristi Cons - Le Citadin - Svenskj,2016-06-11,"['Le Citadin', 'Cristi Cons', 'DeWalta', 'Svenskj']","(47.53179859999999, 7.6075511)"
2739,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846866.0,Qbig & Zenith B - Steiner - Agonis,2016-06-10,"[' Agonis', 'Qbig & Zenith B', ' Steiner']","(47.53179859999999, 7.6075511)"
2740,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846863.0,Kalabrese - Alex Dallas - Dario Rohrbach,2016-06-04,"[' Alex Dallas', 'Kalabrese', ' Dario Rohrbach']","(47.53179859999999, 7.6075511)"
2741,119991.0, Elysia,Frankfurt-Strasse 36 4142 Münchenstein,846860.0,Reto Ardour - Dejan - Ronald Grauer,2016-06-03,"['Reto Ardour', 'Dejan', 'Ronald Grauer']","(47.53179859999999, 7.6075511)"
2746,120153.0, Villa Underground,"Auf dem Wolf 4, 4053 Basel",857846.0,Villa Underground No.2,2016-07-09,"['', 'Michel Degen B2B Atila (Villa Underground)', 'Senoo (Melotherapy Romania)', 'Sandro Falletta (Villa Underground)', 'ACES A (Saxo)']","(47.5402745, 7.613849999999999)"
2747,120153.0, Villa Underground,"Auf dem Wolf 4, 4053 Basel",847754.0,Villa Underground Opening /inc. Afterhours,2016-06-11,"['Ozan', 'Michel Degen b2b Atila', 'Beni Jacksen b2b Dan B.', 'Sandro Falletta']","(47.5402745, 7.613849999999999)"
2748,12038.0, Silber Bar,"Hardturmstrasse 169; 8005, Zürich",116524.0,Schall Und Rauch – Die Vierte – Mit Sankt-Djs,2009-09-26,"['Los Abstractos (SANKT)', 'Mark A. Brook (SANKT)', 'Membrane (SANKT', 'Simian Keiser (Berlin)', ' are you electrified?)', ""Marc D'Arrigo (akuarium33)""]","(47.3934384, 8.5111245)"
2749,12038.0, Silber Bar,"Hardturmstrasse 169; 8005, Zürich",60449.0,Silbertanz,2008-08-09,"[' Mark A. Brook', ' Los Abstractos', 'Beda']","(47.3934384, 8.5111245)"
2755,120894.0, miniBAR Bern,"Schweizerhof-Passage, 3011 Bern",873988.0,Tastefool Familienbande °2 with Farbenklang,2016-09-24,"['', 'ToxinOhm ( Tastefool ) BE', ' Tool & DieRecords', 'Audiohm ( Tastefool ) BE', ' Society Music Recordings ) Altstätten SG', 'Farbenklang ( Musiklabor']","(46.9487556, 7.441518899999998)"
2756,120894.0, miniBAR Bern,"Schweizerhof-Passage, 3011 Bern",866823.0,Tastefool Familienbande °1,2016-08-14,"['', ' Instabil // Köln DE)', 'Tob:as (Underground Movement', 'ToxinOhm (Tastefool // Bern)', 'Audiohm (Tastefool // Bern)']","(46.9487556, 7.441518899999998)"
2757,120894.0, miniBAR Bern,"Schweizerhof-Passage, 3011 Bern",865995.0,C. A.'s Secret Bday Rave with James Mc Hale,2016-08-06,"[' Nikola Kotevski (aka nick nasty)', ' KEYS', 'James Mc Hale', ' Jan Penarrubia']","(46.9487556, 7.441518899999998)"
2758,120894.0, miniBAR Bern,"Schweizerhof-Passage, 3011 Bern",853107.0,Rooftopday Afterhour with Dropout Agency,2016-06-26,"['Thomas Zopf (el azra) b2b', 'Corpataux (Dropout Agency)', 'Tagedeep (el azra)']","(46.9487556, 7.441518899999998)"
2759,12109.0, Moods,"Schiffbaustrasse 6, 8005 Zürich",799673.0,We are 5 Year's Taktsystem,2016-02-19,"[' DJ Marvin J', ' DJ Kosta Greco', ' DJ Don Vincent', ' DJ Dk13', ' DJ Jibone', ' DJ Dario La Mazza', ' DJ Tyrone B Nelson', 'DJ Andrew']","(47.3888209, 8.518645)"
2760,12109.0, Moods,"Schiffbaustrasse 6, 8005 Zürich",799679.0,We are 5 Year's Taktsystem,2016-02-19,"[' DJ Marvin J', ' DJ Kosta Greco', ' DJ Don Vincent', ' DJ Dk13', ' DJ Jibone', ' DJ Dario La Mazza', ' DJ Tyrone B Nelson', 'DJ Andrew']","(47.3888209, 8.518645)"
2761,12109.0, Moods,"Schiffbaustrasse 6, 8005 Zürich",801840.0,Knackeboul 'Knacktracks' Release / Dave Eleanor,2016-02-05,"['Dave Eleanor', 'Knackeboul']","(47.3888209, 8.518645)"
2762,12109.0, Moods,"Schiffbaustrasse 6, 8005 Zürich",60916.0,Klangfarben,2008-08-08,"[' Lukas Kleesattel', ' Minimalwasser.', ' Jan Krueger', ' Seph (live)', 'Cabanne', ' Man of Tomorrow']","(47.3888209, 8.518645)"
2763,121161.0, Strobe Klub,Avenue Claude-Nobs 2 Montreux,855121.0,Sunday Breakfast Showcase - Montreux Jazz Festival,2016-07-02,"[' James Mc Hale', 'Gianni Callipari', ' Marco Trinkler', ' Flavio', ' Alci']","(46.4386119, 6.906799400000001)"
2764,122113.0, Le Carrousel,"1007, Allée du Bornan 8, 1007 Lausanne",861868.0,Monday People In The City 2016,2016-08-01,"['Masaya ', 'Alci', 'Kun (CH)', 'James Mc Hale', 'La Forêt', 'Adolpho & Franky']","(46.5118407, 6.604317899999999)"
2765,122389.0, Restaurant Pier11,"Glutzenhofstrasse 3, 4500 Solothurn",864094.0,"National Daydance with Animal Trainer, Kellerkind, Ezikiel, Anthik",2016-07-31,"['FELIPE PUERTES (Go Deeva) ', 'Animal Trainer (Hive Audio / Stil vor Talent) ', 'Kellerkind (Stil vor Talent) ', 'Anthik (Abflug Berlin) ', 'Ezikiel (Cadenza) ', 'SAUL (Takt)']","(47.19817930000001, 7.5237082)"
2766,122518.0, Les Terrasses de Geneve,"Prom. du Lac, 1204 Genève",865066.0,Les Terrasses de Geneve Festival,2016-08-12,"[' vocalist singer Monika Kiss', ' ', 'violinist Elsa', 'Giulia Regain dj', ' Mirco Many dj ']","(46.2049567, 6.150682100000001)"
2768,122733.0, Planet X,"Reinacherstrasse 117, 4053 Basel",866799.0,Technomission After Hour,2016-08-06,"['Jerome Le Baron', 'Chris Rockwell', 'Mike Väth', 'Phillip Inäbnit', 'John Mad b2b Björn Lomar']","(47.5370676, 7.605100499999999)"
2770,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",883221.0,Wunschkinder with Valentino Mora (French Fries),2016-10-29,"[' Kombé (Lamain)', '', ' Mafou (Lamain)', 'Valentino Mora (French Fries)']","(47.5690053, 7.6016447)"
2771,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",884682.0,Monument Showcase with Danid Keno,2016-10-21,"['', ' Suara)', ' Katermukke', ' Dinan (Monument)', ' Aalbou (Monument)', ' State of the Art (Monument)', 'David Keno (Keno Records', ' Xose (Monument)']","(47.5690053, 7.6016447)"
2772,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",883218.0,Heim:Kehr with Frieda's Büxe,2016-10-15,"[' Dinan (Monument', "" Pasci (Frieda's Büxe)"", ' Heimat)', ""Don Ramon (Frieda's Büxe)""]","(47.5690053, 7.6016447)"
2773,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",883217.0,Bazar #4,2016-10-14,"[' Ieva (Monument)', ' Tarik (Heimat)', 'Xose (Monument)']","(47.5690053, 7.6016447)"
2774,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",880846.0,Bonus with Darius Syrossian & Matthias Meyer,2016-10-08,"[' Malicious Joy (Get Along)', ' Pawlikowski (LOKD', ' Aalbou (Monument)', ' Matthias Meyer (Watergate Records', ' Branislove', 'Darius Syrossian (Do Not Sleep)', ' liebe*detail)', ' Heimat)']","(47.5690053, 7.6016447)"
2775,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",883220.0,Lokd,2016-10-01,"['', ' Rafeeq (LOKD)', ' Pawlikowski (LOKD', ' Avem (LOKD)', ' Berlin)', ' Heimat)', 'Arutani (LOKD)', ' Caleesi (Urban Cosmonaut Radio', ' Nico Wilde (LOKD']","(47.5690053, 7.6016447)"
2776,124717.0, Heimat Basel,"Erlenstrasse 59; 4057, Basel",880836.0,Wunschkinder with Tim Green,2016-09-24,"['Pawlikowski (LOKD', ' Wunschkinder)', 'Tarik (Heimat)', 'Tim Green (cocoon.net)', ' Heimat']","(47.5690053, 7.6016447)"
2777,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",445820.0,Kartel Klub Night,2013-02-16,"[' Cirkus', ' Bitsculpter', 'Herkul']","(46.5184247, 6.6340461)"
2778,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",339640.0,Baila Latina,2012-03-10,"['DJ ISMASH', 'DJ KAMA', 'DJ RAMSES', 'WTBRK SOUND SYSTEM - Live']","(46.5184247, 6.6340461)"
2779,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",265329.0,Minimal Farm,2011-06-25,['Emmat'],"(46.5184247, 6.6340461)"
2780,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",262663.0,Minimal Farm,2011-05-27,"[' David5', 'Emmat']","(46.5184247, 6.6340461)"
2781,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",239196.0,Metronome,2011-03-12,['Olafson / MATTHEW S.QUARE / Damian Deroma'],"(46.5184247, 6.6340461)"
2782,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",203275.0,Metronome,2010-11-19,"['Olafson', 'Matthew Square', ' Mateo Morales']","(46.5184247, 6.6340461)"
2783,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",205348.0,Tanzen Ist Auch Sport,2010-11-07,['Kreisprozess'],"(46.5184247, 6.6340461)"
2784,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",538889.0,Keep Real,2010-11-05,"[' Neet', 'Youn Caro']","(46.5184247, 6.6340461)"
2785,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",196319.0,Tanzen Ist Auch Sport,2010-10-03,['Dj set & visual show by Kreisprozess'],"(46.5184247, 6.6340461)"
2786,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",63133.0,Bjorn Borg vs Born Bjorg,2008-10-10,['Born Bjorg'],"(46.5184247, 6.6340461)"
2787,12519.0, Standard Café,"Rue de la Grotte 3; 1003, Lausanne",67092.0,Ich Kann Nicht Schlafen,2008-10-04,['Dj set: FAB ( TECHNO / MINIMAL / HOUSE )'],"(46.5184247, 6.6340461)"
2788,125254.0, Anciens Abattoirs,"Rue du Commerce 122, 2300 La Chaux-de-Fonds, Suisse",887765.0,Les Nocturnes,2016-10-14,"['', 'Azur', ' Pesoa & cie)', 'nuit 1', 'General Wolf', 'Ash kidd (showcase)', 'Psycho Weazel', 'Nakadia', ' 3010', 'Twinsmatic', 'Colt Seavers', 'She Nionika', 'Eddie Hyde (Take A Mic', 'nuit 2', 'Claude Laurier']","(47.0916677, 6.815047700000001)"
2802,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,649633.0,This is a Serious Monkey Affair ,2014-11-13,"['Ugly Kids', 'Monkey Safari']","(46.51958809999999, 6.634458899999999)"
2803,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,579924.0,Smash TV On Stage,2014-03-21,"['Helder Costa & Lee Low', 'Roman', 'Smash TV ']","(46.51958809999999, 6.634458899999999)"
2804,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,560196.0,On Stage Hosting Catz 'N Dogz,2014-02-28,"[""Catz 'N Dogz"", ' Radi & Keith']","(46.51958809999999, 6.634458899999999)"
2805,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,558267.0,Animal Trainer On Stage,2014-01-24,"['Animal Trainer (Stil vor Talent', ' Minidetail/Lausanne)', 'TOASTY (Musik 2.0/Lyon)', 'Olafson (Little House', ' Hive Audio/Zurich)']","(46.51958809999999, 6.634458899999999)"
2806,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,540894.0,Doctor Dru On Stage,2013-11-29,"['Toasty (MusikToast - Lausanne)', 'Doctor Dru (Exploited / Jeudi rec - Hamburg)']","(46.51958809999999, 6.634458899999999)"
2807,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,531537.0,Minidetail,2013-10-25,"['Ale Marquez', 'Miguel Campbell', 'Radi & Keith ', '( Musiktoast / Paris )', '( Cityseven Music / London', 'Toasty ', '( Hot Creation - Outcross Records / London )', '(Nomadas Groove / Barcelona )']","(46.51958809999999, 6.634458899999999)"
2808,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,485511.0,Lausanne F**K Ibiza,2013-05-25,"['Dj Tom Vibe ', 'Dj Nikolaz']","(46.51958809999999, 6.634458899999999)"
2809,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,485519.0,Lausanne Fuck Ibiza,2013-04-27,['Tom Vibe'],"(46.51958809999999, 6.634458899999999)"
2810,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,429066.0,Sergio Mauri,2012-12-21,['Sergio Mauri'],"(46.51958809999999, 6.634458899999999)"
2811,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,360235.0,Monica X Club Together with Tom Vibe,2012-05-26,['Monica X + TOM VIBE.'],"(46.51958809999999, 6.634458899999999)"
2812,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,170678.0,The Cruzaders At Mica Club (Lausanne - Ch),2010-09-24,['The Cruzaders'],"(46.51958809999999, 6.634458899999999)"
2813,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,136215.0,The Cruzaders,2010-05-07,['The Cruzaders'],"(46.51958809999999, 6.634458899999999)"
2814,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,136213.0,The Cruzaders At Mica Club (Lausanne - Ch),2010-03-13,['The Cruzaders'],"(46.51958809999999, 6.634458899999999)"
2815,12886.0, Mica,Pl. St-François 12; 1005 Lausanne,65574.0,Grant Nelson,2008-09-27,['Grant Nelson'],"(46.51958809999999, 6.634458899999999)"
2832,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",701971.0,Plus at La Fabrique,2015-04-11,"['Chris Leon', 'ANGELICA FRAVI']","(46.2231092, 9.0425413)"
2833,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",692612.0,Shlomi Aber ,2015-03-18,['Shlomi Aber'],"(46.2231092, 9.0425413)"
2834,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",98178.0,Sub_foundation,2009-06-05,"['Jens Zimmermann - FRANKFURT (SNORK ENTERPRISES)', 'EL NIÑO - TICINO (SUB_FOUNDATION)', 'Steve Massive - TICINO (ZARAZARECORDS.CH)']","(46.2231092, 9.0425413)"
2835,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",95450.0,Sub_foundation,2009-05-22,"['DR.HELMUT (SUB CREW-TICINO)', 'Luc Ringeisen (VYNILCLUBRECORDINGS-BERLIN)', 'Lorenzo Chiabotti AKA IENA SAW (VINYLCLUBRECORDINGS-TORIN)']","(46.2231092, 9.0425413)"
2836,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",95398.0,Techno Box Fabrik Club,2009-05-02,['Andrea Festa'],"(46.2231092, 9.0425413)"
2837,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",68182.0,Franco Bianco Live!,2008-10-04,"['DJ ROSS', 'Eddie Queen', 'Franco Bianco (live)!', 'Lele DeeJay', 'Matt-X']","(46.2231092, 9.0425413)"
2838,13246.0, La Fabrique,"17 via Stazione 17; 6532, Castione",42861.0,Mar-T,2008-04-05,"['Mar-T', ' ...']","(46.2231092, 9.0425413)"
2848,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",208097.0,Audiotheque.Showcase,2010-12-04,"['Murphy', 'Kellerkind', 'Boris Why', 'Robel']","(47.2049804, 7.5441767)"
2849,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",165964.0,Partyanimals,2010-05-12,"['Quitim (Hoooj)', 'Djeniz (Soultown)', 'Dj Miguel (OUT OF ORDINARY/Smalltown Collective)']","(47.2049804, 7.5441767)"
2850,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",157804.0,Audiotheque.Showcase with Clive Henry,2010-04-03,"['Tremendo', 'Clive Henry', 'Huazee', 'Pete Lewis']","(47.2049804, 7.5441767)"
2851,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",133103.0,30 Years Of Boris Why with Urla Ender (Von 'der Dritte Raum'),2010-01-30,"['Urla Ender', 'Kellerkind', 'Boris Why', 'Rodri.']","(47.2049804, 7.5441767)"
2852,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",131411.0,"Audiotheque.Privée with Davide Squillace (Minisketch, Titbit, Napoli)",2009-12-19,"['Boris Why (audiotheque.ch)', 'Davide Squillace (Minisketch', ' Harry Klein)', 'Jacqui (Minishake', 'Huazee (audiotheque.ch)', ' Titbit)', 'Leke da Loco (Flash Rec.)']","(47.2049804, 7.5441767)"
2853,14718.0, Soultown,"Luzernstrasse 9; 4500, Solothurn",76997.0,"Big Silvesterparty with Todd Bodine Live (Highgrade, Berlin)",2008-12-31,"['', 'Monoteque (Cityfox / Zürich)', 'Paste 2.0 (Soultown)', 'SOULTOWN LOUNGE hosted by Audiotheque', 'Luca de Grandis (Audiotheque / Bern)', 'Little Lu (Elektrostubete. ch)', 'Pete Lewis (Audiotheque)', 'Kellerkind (Flash rec./ Sirion / Bern)', 'Boris Why (Soultown)', 'Leke da Loco (Flash rec./ M-Vitamine / Sirion / Bern)', 'Todd Bodine (live) (Highgrade rec. Berlin)']","(47.2049804, 7.5441767)"
2854,15523.0, Gaswerk,"Untere Schöntalstrasse 19; 2023, Winterthur",306312.0,The Room Records Label Night Die 1,2011-11-11,"[' Licht: Lichtdeffekte', ' Ben Purple', 'ad.lib  (live)', ' Silvision', ' Datendrang  (live)']","(47.4945654, 8.7077457)"
2855,15523.0, Gaswerk,"Untere Schöntalstrasse 19; 2023, Winterthur",211664.0,Cari Lekebusch at The Room,2011-01-29,"[' Knox - Zurich', 'Cari Lekebusch - Stockholm', ' Eclektic - Winterthur', ' Ben Purple - Winterthur', ' MEL Y. - Stuttgart']","(47.4945654, 8.7077457)"
2856,15523.0, Gaswerk,"Untere Schöntalstrasse 19; 2023, Winterthur",110248.0,The Room,2009-10-03,"['Troy Pierce - Minus - Detroit- USA', 'Claude Staffieri - LaFamiglia - CH', 'Marc Houle (live) - Minus - CAN', 'Mathew Jonson (live) - Wagon Repair - CAN', 'Lichtsport vs. Bruno Tait - Visuals - DE', 'Sundro - TheFamily - CH']","(47.4945654, 8.7077457)"
2857,15523.0, Gaswerk,"Untere Schöntalstrasse 19; 2023, Winterthur",82787.0,The Room,2009-04-09,"['Alphajet - TheFamily - Winterthur', 'Ben Purple - TheFamily - Winterthur', 'Efdemin - Dial - Berlin', 'Jürgen&Ich - Visuals - Köln', 'Tobi Neumann - cocoon.net - Berlin']","(47.4945654, 8.7077457)"
2858,15523.0, Gaswerk,"Untere Schöntalstrasse 19; 2023, Winterthur",82352.0,Electronic Valentine,2009-02-14,"[' F.O.X.Y. (e.works)', ' Radro & Daniel Marrone (Subdance)', 'EDMX (DMX Krew / London)', ' Wicked Wilma (Boshke Beats / ZH)']","(47.4945654, 8.7077457)"
2900,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",821862.0,Senking / Feldermelder / Ink,2016-04-01,"['Senking  (live)', ' Ink! (dj)', ' Feldermelder  (live)']","(46.8615737, 7.180177800000001)"
2901,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",792807.0,RBMA Night Düdingen with Zebra Katz & Le1f,2016-02-19,"['Zebra Katz', ' Le1f', ' Krizzli']","(46.8615737, 7.180177800000001)"
2902,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",714695.0,Arthur Russell's Instrumentals Directed by Peter Gordon,2015-05-30,"['Benjamin Freeney (DJ)', ""Arthur Russell's Instrumentals Directed by Peter Gordon""]","(46.8615737, 7.180177800000001)"
2903,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",625516.0,Metarave I,2014-09-05,"['Gray Chalk', 'Throne', 'IVVVO', 'Danse Noire djs ']","(46.8615737, 7.180177800000001)"
2904,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",568227.0,"Murcof & Philippe Petit, Zitto & Splendini, DJ Lcp",2014-02-23,"['', 'ZITTO & SPLENDINI (CH)', 'DJ LCP (CH)', 'KAIN&GABEL (CH) Kater-Zvieri', 'Murcof & Philippe Petit (USA)']","(46.8615737, 7.180177800000001)"
2905,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",523637.0,Discovery,2013-10-04,"[' Boo Boo Groove', ' electrodudes', ' Arival', 'Isolated Lines']","(46.8615737, 7.180177800000001)"
2906,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",419369.0,Aller Sans Retour,2012-12-21,"[' Artmaillé', ' Boo Boo Groove', ' Cool Cat', 'Luft']","(46.8615737, 7.180177800000001)"
2907,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",411633.0,Laurel Halo,2012-10-30,['Laurel Halo'],"(46.8615737, 7.180177800000001)"
2908,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",367838.0,Hutätechno,2012-05-18,"['Roger the Doger', 'Nobee', 'BooBoo Groove']","(46.8615737, 7.180177800000001)"
2909,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",281632.0,Plaid Scintilli Tour,2011-10-08,['Plaid'],"(46.8615737, 7.180177800000001)"
2910,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",240091.0,Dope Crackers Tour Kilbi Pt.2 - Feldermelder Record Release,2011-05-28,"[' Fichtre visuals', 'Feldermelder (live)']","(46.8615737, 7.180177800000001)"
2911,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",237766.0,Kilbi 2011 with Battles and More,2011-05-28,"['Battles', ' many more']","(46.8615737, 7.180177800000001)"
2912,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",313311.0,Bad Bonn Kilbi,2011-05-27,"[' Kalabrese & Rumpelorchester', 'Caribou', ' Rizzoknor']","(46.8615737, 7.180177800000001)"
2913,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",240088.0,Dope Crackers Tour Kilbi Pt.1,2011-05-26,"[' Nik! dj', ' .Suffix support', 'Bit-Tuner  (live)']","(46.8615737, 7.180177800000001)"
2914,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",163655.0,"Kilbi 2010, Day 1",2010-05-26,"['Dave Phillips', 'Luke Vibert', 'DMX Krew', 'Aphex Twin', 'Loops Haunt', 'Joker feat. Mc Nomad', 'Deconstructing Drumboys', 'Minimetal', 'Jimmy Edgar']","(46.8615737, 7.180177800000001)"
2915,17290.0, Bad Bonn,"Bonn 2; 3186, Düdingen",93222.0,Flying Lotus,2009-05-06,['Flying Lotus'],"(46.8615737, 7.180177800000001)"
2929,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",215293.0,Danilo Rossini & Marcel Dj-Set,2010-12-11,"['Danilo Rossini', 'Marcel']","(46.0379687, 8.927203399999998)"
2930,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",207708.0,Pascià Swiss Fashion Club: Tutti Omaggio,2010-11-13,['Matteo Melillo'],"(46.0379687, 8.927203399999998)"
2931,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",204870.0,Pascià Swiss Fashion Club Special,2010-11-06,"[' Dj Lorenz', ' Easton', ' Dj Final-X', 'Matteo Melillo', ' Ron-7']","(46.0379687, 8.927203399999998)"
2932,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",203005.0,Pascià Swiss Fashion Club present: Belzebass Halloween Party Free Entry,2010-10-30,"[' Stefano Pedretti', ' Andrea Giamboni', ' Sedna & Dubhe', 'Belzebass', ' Matteo Melillo', ' Cika']","(46.0379687, 8.927203399999998)"
2933,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",201183.0,Pascià Swiss Fashion Club present: Cyberpunkers,2010-10-23,"['Gabry C.', 'Matteo Melillo']","(46.0379687, 8.927203399999998)"
2934,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",199672.0,Pascià Swiss Fashion Club present: Vacca Sporco Live Tour,2010-10-16,"['', 'Ala Vs. Dynasty', 'Pion Tek', 'Still Pitch', 'Matteo Melillo', 'Vacca Ft. G. Nano', 'Stefano Pedretti', ""Anthony D'andrea""]","(46.0379687, 8.927203399999998)"
2935,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",198018.0,Pascià Swiss Fashion Club Saturday 9 October,2010-10-09,"['Stefano Pedretti', 'Dj Pitch', 'Paolo Di Mirò', 'Ala Vs. Dinasty', 'Matteo Melillo']","(46.0379687, 8.927203399999998)"
2936,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",195576.0,Pascià Swiss Fashion Club Saturday 2 October,2010-10-02,"['', 'Berlin Room with: Matteo Melillo', ""Miami Room with: Anthony D'andrea"", 'New York Room with: Pitch']","(46.0379687, 8.927203399999998)"
2937,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",194098.0,Pascià Swiss Fashion Club Special Guest: Jessie Diamond,2010-09-25,"[""Miami Room Resident Dj's: Paolo Di Mirò"", 'Berlin Room Resident Dj: Matteo Melillo', ' Ala Vs. Dinasty', ' Stefano Pedretti', 'New York Room: DJ pitch']","(46.0379687, 8.927203399999998)"
2938,17440.0, Pascia Swiss Fashion Club,"Via Industria 4; 6814, Lamone Ticino",185487.0,Pascià Swiss Fashion Club Opening,2010-09-18,"['', 'Matteo Melillo @ Techno Room From 2:00 to 3:30', 'Dj Mark @ Commercial Room From 24:00 to 2:00', 'Chris Vee @ Techno Room From 24:00 to 2:00', 'Dj Rotation @ Hip Hop Room with Dj Pitch', 'Stefano Pedretti @ Commercial Room From 2:00 to 5:00', 'Francisco DJ @ Techno Room From 3:30 to 5:00']","(46.0379687, 8.927203399999998)"
